Decade,Year,Song,Artist,Genres,Popularity,Duration (min),Explicit,Polarity,Subjectivity,Total Words,Lexical Richness (%),Words per Minute
1950s,1958,Jailhouse Rock,Elvis Presley,"rockabilly, rock and roll",67,2.49,False,0.134,0.457,301,42.52,121.02
1950s,1956,Banana Boat (Day-O),Harry Belafonte,calypso,70,3.16,False,-0.151,0.202,299,13.04,94.69
1950s,1989,Hound Dog,Big Mama Thornton,"blues, classic blues, soul blues",55,3.02,False,-0.02,0.368,281,30.25,93.15
1950s,1954,Sh-Boom,The Chords,doo-wop,43,2.46,False,0.212,0.618,327,23.24,133.18
1950s,1988,Fever,Peggy Lee,"vocal jazz, swing music, big band, jazz",56,3.36,False,0.148,0.537,287,44.95,85.53
1950s,1959,We Belong Together,Ritchie Valens,"doo-wop, rock and roll",71,1.94,False,0.3,1.0,64,40.62,32.93
1950s,1966,Put Your Head on My Shoulder,Paul Anka,adult standards,59,2.58,False,0.256,0.462,143,41.96,55.33
1950s,1959,Johnny B. Goode,Chuck Berry,"rockabilly, rock and roll",75,2.69,False,0.017,0.317,228,47.81,84.67
1950s,1959,I Only Have Eyes for You,The Flamingos,doo-wop,73,3.38,False,0.218,0.79,196,32.65,58.0
1950s,1956,I Fall In Love Too Easily,Chet Baker,"jazz, cool jazz, vocal jazz",69,3.36,False,0.284,0.567,78,34.62,23.23
1950s,1959,Little Bitty Pretty One,Thurston Harris,doo-wop,51,2.38,False,-0.019,0.609,90,36.67,37.74
1950s,2012,Mister Sandman,The Chordettes,doo-wop,42,2.4,False,0.0,0.0,0,0.0,0.0
1950s,1958,Heartbreak Hotel,Elvis Presley,"rockabilly, rock and roll",57,2.17,False,-0.091,0.546,235,33.62,108.21
1950s,1959,"Shout, Pts. 1 & 2",The Isley Brothers,"motown, quiet storm, soul, classic soul, funk, northern soul",60,4.53,False,0.124,0.503,631,17.91,139.2
1950s,1957,I'll Be Seeing You,Billie Holiday,"jazz, vocal jazz, jazz blues, big band",71,3.53,False,0.285,0.552,146,34.93,41.41
1950s,1957,I've Got a Woman,Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",70,2.86,False,0.467,0.562,244,29.1,85.38
1950s,1968,Dream A Little Dream Of Me,Louis Armstrong,"jazz, swing music, big band, vocal jazz, jazz blues",69,3.28,False,0.037,0.517,166,42.77,50.6
1950s,1958,Hound Dog,Elvis Presley,"rockabilly, rock and roll",68,2.32,False,0.0,0.0,248,12.9,107.09
1950s,1956,Love Is Strange,Mickey Baker,,52,2.88,False,0.0,0.0,0,0.0,0.0
1950s,1990,Lonesome Town - 1990 Digital Remaster,Ricky Nelson,"rockabilly, doo-wop",50,2.26,False,0.0,0.0,0,0.0,0.0
1950s,1958,Born Too Late,The Poni-Tails,doo-wop,56,2.32,False,-0.121,0.567,136,36.76,58.7
1950s,1959,Donna - Single Version,Ritchie Valens,"doo-wop, rock and roll",61,2.52,False,0.0,0.0,0,0.0,0.0
1950s,1956,Blue Suede Shoes,Elvis Presley,"rockabilly, rock and roll",66,2.04,False,0.014,0.144,244,27.87,119.87
1950s,1961,Great Balls Of Fire,Jerry Lee Lewis,"rockabilly, rock and roll, boogie-woogie",67,1.86,False,0.381,0.64,202,39.6,108.67
1950s,2000,Tequila (Original),The Champs,doo-wop,51,2.17,False,0.0,0.0,0,0.0,0.0
1950s,1956,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",70,3.73,False,0.0,0.0,0,0.0,0.0
1950s,2005,Stupid Cupid,Connie Francis,schlager,52,2.23,False,-0.308,0.793,267,35.58,119.78
1950s,1958,Don't Be Cruel,Elvis Presley,"rockabilly, rock and roll",55,2.09,False,-0.065,0.638,222,35.59,106.02
1950s,1959,Beyond the Sea,Bobby Darin,"big band, adult standards, swing music, doo-wop",72,2.87,False,0.316,0.664,156,44.87,54.27
1950s,1956,Blue Moon,Billie Holiday,"jazz, vocal jazz, jazz blues, big band",68,3.46,False,0.229,0.5,189,29.63,54.56
1950s,1959,La Bamba - Single Version,Ritchie Valens,"doo-wop, rock and roll",66,2.12,False,0.0,0.0,0,0.0,0.0
1950s,1956,My Funny Valentine,Chet Baker,"jazz, cool jazz, vocal jazz",66,2.35,False,0.034,0.545,71,70.42,30.18
1950s,1953,Sh-Boom (Life Could Be a Dream),The Crew Cuts,doo-wop,52,2.82,False,0.252,0.657,342,21.93,121.46
1950s,2004,Mr. Lonely,Bobby Vinton,"doo-wop, adult standards",55,2.69,False,0.019,0.644,124,40.32,46.1
1950s,1956,Cheek To Cheek,Ella Fitzgerald,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",65,5.89,False,0.216,0.392,238,30.67,40.42
1950s,1958,Come Fly With Me - Remastered 1998,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",68,3.32,False,0.0,0.0,0,0.0,0.0
1950s,1957,"Hallelujah, I Love Her So",Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",65,2.59,False,0.154,0.446,275,34.55,106.11
1950s,2012,Lollipop,The Chordettes,doo-wop,40,2.15,False,0.017,0.637,196,34.69,91.16
1950s,1959,What A Diff'rence A Day Made,Dinah Washington,"vocal jazz, jazz, jazz blues",67,2.53,False,-0.007,0.48,95,68.42,37.53
1950s,1989,That's Amore,Dean Martin,"christmas, adult standards, big band, swing music",53,3.14,False,0.185,0.336,246,32.52,78.4
1950s,1954,My Funny Valentine,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",61,2.51,False,-0.013,0.496,116,43.1,46.19
1950s,1993,In The Still of the Night,The Five Satins,doo-wop,55,3.13,False,0.369,0.598,138,31.88,44.12
1950s,1958,Misty,Sarah Vaughan,"vocal jazz, jazz",59,3.04,False,0.298,0.454,142,57.75,46.65
1950s,1991,Just A Gigolo - Remastered,Louis Prima,"swing music, big band",50,4.72,False,-0.067,0.805,357,26.89,75.64
1950s,1957,Long Tall Sally (The Thing),Little Richard,"rockabilly, rock and roll, doo-wop, boogie-woogie",63,2.12,False,0.226,0.246,182,31.32,85.7
1950s,2005,Down in Mexico,The Coasters,"doo-wop, rock and roll",55,3.27,False,-0.041,0.409,302,43.05,92.23
1950s,1977,Mannish Boy,Muddy Waters,"blues, classic blues, blues rock, jazz blues, soul blues, country blues",64,5.35,False,0.262,0.484,192,39.58,35.87
1950s,1975,Papa Loves Mambo,Perry Como,"christmas, adult standards",59,2.7,False,0.119,0.469,229,27.95,84.76
1950s,1955,(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,"rockabilly, rock and roll, doo-wop",64,2.16,False,0.0,0.0,0,0.0,0.0
1950s,1957,Tutti Frutti,Little Richard,"rockabilly, rock and roll, doo-wop, boogie-woogie",65,2.4,False,0.013,0.713,257,18.68,106.92
1950s,1956,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker,"jazz, cool jazz, vocal jazz",62,2.99,False,0.333,0.352,144,52.08,48.1
1950s,1957,Mess Around,Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",60,2.67,False,-0.155,0.176,204,36.27,76.39
1950s,2013,Venus - Bonus Track,Frankie Avalon,doo-wop,34,2.37,False,0.0,0.0,0,0.0,0.0
1950s,1989,"The Theme from ""A Summer Place""",Percy Faith & His Orchestra,orchestral,60,2.38,False,0.0,0.0,0,0.0,0.0
1950s,1975,Catch a Falling Star (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),Perry Como,"christmas, adult standards",57,2.5,False,0.0,0.0,0,0.0,0.0
1950s,1958,Everyday,Buddy Holly,"rockabilly, rock and roll, doo-wop",63,2.15,False,0.311,0.634,144,29.17,66.91
1950s,1997,Sixteen Tons,Tennessee Ernie Ford,"christian country, classic country",58,2.64,False,0.062,0.34,293,38.23,111.05
1950s,1959,A Teenager In Love,Dion & The Belmonts,"doo-wop, rock and roll",64,2.64,False,0.197,0.575,241,29.88,91.37
1950s,1958,Summertime,Ella Fitzgerald,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",66,4.97,False,0.195,0.656,124,45.16,24.96
1950s,1993,Mr. Blue,The Fleetwoods,"doo-wop, adult standards",50,2.42,False,0.081,0.338,201,40.8,83.1
1950s,1954,Earth Angel,The Penguins,doo-wop,59,2.85,False,0.533,0.525,164,25.0,57.52
1950s,1958,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Dean Martin,"christmas, adult standards, big band, swing music",67,3.03,False,0.0,0.0,0,0.0,0.0
1950s,1954,Unforgettable,Nat King Cole,"christmas, adult standards, vocal jazz",72,3.2,False,0.671,0.879,93,48.39,29.07
1950s,1958,You Send Me - Mono,Sam Cooke,"motown, soul, classic soul",60,2.76,False,0.0,0.0,0,0.0,0.0
1950s,1959,"What'd I Say, Pt. 1 & 2",Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",61,5.12,False,0.385,0.526,560,16.25,109.43
1950s,1959,Roll Over Beethoven,Chuck Berry,"rockabilly, rock and roll",61,2.41,False,-0.058,0.399,243,50.21,100.83
1950s,1957,Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),Doris Day,"adult standards, big band",59,3.72,False,0.0,0.0,0,0.0,0.0
1950s,1956,You Make Me Feel So Young - Remastered 1998,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",68,2.96,False,0.0,0.0,0,0.0,0.0
1950s,1969,Lucille,Little Richard,"rockabilly, rock and roll, doo-wop, boogie-woogie",57,2.4,False,0.299,0.402,163,36.2,68.0
1950s,2012,Money (That's What I Want),Barrett Strong,"motown, northern soul, classic soul",39,2.67,False,0.325,0.564,277,20.58,103.7
1950s,1961,Smile,Nat King Cole,"christmas, adult standards, vocal jazz",61,2.89,False,0.25,0.293,122,53.28,42.25
1950s,1959,I Wonder Why,Dion & The Belmonts,"doo-wop, rock and roll",57,2.36,False,0.459,0.666,142,35.21,60.26
1950s,1966,Only You (And You Alone),The Platters,doo-wop,49,2.77,False,0.229,0.855,121,36.36,43.61
1950s,2012,Rags to Riches,Tony Bennett,"vocal jazz, christmas, big band, adult standards, jazz",42,2.79,False,0.189,0.6,139,53.24,49.85
1950s,1957,Rip It Up,Little Richard,"rockabilly, rock and roll, doo-wop, boogie-woogie",55,2.36,False,0.23,0.497,351,21.08,148.94
1950s,1966,Diana,Paul Anka,adult standards,53,2.34,False,0.292,0.608,184,44.57,78.56
1950s,1956,Love Is Here To Stay - Remastered 1998,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",63,2.71,False,0.0,0.0,0,0.0,0.0
1950s,1957,Strange Fruit,Billie Holiday,"jazz, vocal jazz, jazz blues, big band",57,3.21,False,-0.024,0.367,91,60.44,28.31
1950s,1959,"Come On, Let's Go",Ritchie Valens,"doo-wop, rock and roll",60,2.08,False,0.175,0.599,184,25.54,88.61
1950s,2008,"Good Golly, Miss Molly",Little Richard,"rockabilly, rock and roll, doo-wop, boogie-woogie",47,2.14,False,0.465,0.611,183,33.88,85.36
1950s,1958,Sweet Little Sixteen,Chuck Berry,"rockabilly, rock and roll",60,3.01,False,0.033,0.461,269,39.03,89.3
1950s,1957,Pennies From Heaven,Louis Prima,"swing music, big band",64,2.36,False,0.15,0.591,238,39.92,100.8
1950s,1958,16 Candles,The Crests,doo-wop,41,2.91,False,0.415,0.653,147,34.69,50.5
1950s,1996,Walkin' After Midnight,Patsy Cline,classic country,54,2.6,False,0.5,0.6,166,36.14,63.94
1950s,1956,I Walk The Line - Single Version,Johnny Cash,"classic country, outlaw country, country",43,2.72,False,0.0,0.0,0,0.0,0.0
1950s,2004,Dream Lover,Bobby Darin,"big band, adult standards, swing music, doo-wop",58,2.51,False,0.368,0.768,277,27.44,110.28
1950s,1991,Buona Sera - Remastered 1991,Louis Prima,"swing music, big band",48,3.12,False,0.0,0.0,0,0.0,0.0
1950s,2004,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,Johnny Mathis,christmas,39,2.83,False,0.0,0.0,0,0.0,0.0
1950s,1959,Blue Skies,Ella Fitzgerald,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",59,3.77,False,0.301,0.445,102,45.1,27.04
1950s,2003,Oh! Carol,Neil Sedaka,"doo-wop, adult standards",46,2.26,False,0.237,0.738,152,30.26,67.17
1950s,1952,Lovesick Blues,Hank Williams,"classic country, honky tonk, traditional country, outlaw country, country, christian country",49,2.75,False,0.332,0.693,303,27.72,110.0
1950s,2003,I Don't Know,Ruth Brown,"boogie-woogie, jazz blues, swing music, rockabilly, blues",53,2.9,False,0.145,0.428,221,33.03,76.32
1950s,2000,A Teenager's Romance,Ricky Nelson,"rockabilly, doo-wop",48,2.35,False,0.133,0.432,165,31.52,70.33
1950s,1962,I Can't Stop Loving You - 2024 Remaster,Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",63,4.27,False,0.0,0.0,0,0.0,0.0
1950s,1956,My Prayer,The Platters,doo-wop,55,2.8,False,0.031,0.388,116,60.34,41.48
1950s,1997,They Can't Take That Away From Me,Ella Fitzgerald,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",54,4.67,False,0.3,0.571,317,20.5,67.93
1950s,1958,Reet Petite,Jackie Wilson,"motown, northern soul, classic soul, soul, doo-wop",54,2.82,False,0.355,0.488,307,26.38,108.84
1950s,2001,You Belong To Me,Jo Stafford,adult standards,55,3.21,False,0.214,0.429,130,43.85,40.51
1950s,1952,Good Morning,Gene Kelly,musicals,41,4.24,False,0.549,0.566,198,40.4,46.69
1950s,1998,"Hey, Good Lookin'",Hank Williams,"classic country, honky tonk, traditional country, outlaw country, country, christian country",49,2.9,False,0.272,0.524,177,55.37,60.93
1960s,1967,Respect,Aretha Franklin,"soul, motown, classic soul, jazz blues",74,2.46,False,-0.215,0.533,368,22.28,149.59
1960s,1964,Walk on By,Dionne Warwick,,67,2.97,False,0.008,0.205,279,22.58,93.87
1960s,1966,You Can't Hurry Love,The Supremes,"motown, northern soul, classic soul, soul",71,2.8,False,0.316,0.636,401,25.69,143.27
1960s,1965,Dancing In The Street,Martha Reeves & The Vandellas,"motown, northern soul, classic soul, soul",62,2.75,False,0.201,0.51,313,29.07,113.66
1960s,1968,I Say a Little Prayer,Aretha Franklin,"soul, motown, classic soul, jazz blues",77,3.61,False,0.196,0.633,438,20.09,121.23
1960s,2010,It's In The Kiss (The Shoop Shoop Song),Betty Everett,"northern soul, doo-wop, motown",52,2.16,False,0.392,0.396,299,19.73,138.26
1960s,1963,You Don't Own Me,Lesley Gore,,70,2.5,False,0.338,0.643,230,26.09,92.0
1960s,1966,California Dreamin' - Single Version,The Mamas & The Papas,folk rock,79,2.71,False,0.0,0.0,0,0.0,0.0
1960s,1969,Both Sides Now,Joni Mitchell,"folk, folk rock, singer-songwriter",62,4.56,False,0.273,0.441,281,42.35,61.63
1960s,2009,Piece of My Heart,Erma Franklin,"classic soul, northern soul, soul, motown",57,2.62,False,0.017,0.569,266,33.08,101.48
1960s,1967,Happy Together,The Turtles,,76,2.94,False,0.491,0.823,282,25.18,95.98
1960s,1964,Be My Baby,The Ronettes,christmas,81,2.68,False,0.079,0.859,267,25.84,99.56
1960s,1962,Stand By Me,Ben E. King,,79,2.92,False,-0.156,0.613,163,33.13,55.73
1960s,1967,Ain't No Mountain High Enough,Marvin Gaye,"motown, classic soul, soul, northern soul, quiet storm",84,2.53,False,0.019,0.463,296,32.09,117.1
1960s,1967,Can't Take My Eyes off You,Frankie Valli,,80,3.39,False,0.291,0.587,290,28.97,85.43
1960s,2021,Hit the Road Jack,Ray Charles,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",69,2.0,False,-0.145,0.344,368,19.02,184.18
1960s,1967,Somethin' Stupid,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",79,2.71,False,0.097,0.516,229,42.79,84.56
1960s,1961,Can't Help Falling in Love,Elvis Presley,"rockabilly, rock and roll",82,3.1,False,0.418,0.68,117,38.46,37.77
1960s,1987,These Boots Are Made for Walkin',Nancy Sinatra,,53,2.71,False,0.426,0.501,197,41.62,72.58
1960s,1987,House of the Rising Sun,The Animals,classic rock,80,4.5,False,0.035,0.543,161,48.45,35.79
1960s,2000,Put Your Head On My Shoulder,Paul Anka,adult standards,69,2.58,False,0.256,0.462,143,41.96,55.45
1960s,1969,My Way,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",78,4.61,False,0.245,0.537,252,48.41,54.62
1960s,1964,The Girl From Ipanema,Stan Getz,"bossa nova, jazz, brazilian jazz, cool jazz, latin jazz",70,5.34,False,0.209,0.693,302,38.74,56.58
1960s,1969,Here Comes The Sun - Remastered 2009,The Beatles,"classic rock, psychedelic rock",83,3.1,False,0.0,0.0,0,0.0,0.0
1960s,1966,"Paint It, Black",The Rolling Stones,"classic rock, rock",83,3.37,False,-0.042,0.377,340,32.65,100.86
1960s,1962,"Oh, Pretty Woman",Roy Orbison,rockabilly,75,2.98,False,0.25,0.767,186,46.24,62.37
1960s,1965,L-O-V-E,Nat King Cole,"christmas, adult standards, vocal jazz",75,2.59,False,0.353,0.64,158,29.75,61.04
1960s,1966,Wouldn't It Be Nice - Mono,The Beach Boys,baroque pop,47,2.43,False,0.0,0.0,0,0.0,0.0
1960s,1973,Hey Jude - Remastered 2009,The Beatles,"classic rock, psychedelic rock",58,7.19,False,0.0,0.0,0,0.0,0.0
1960s,1962,Fly Me To The Moon (In Other Words),Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",74,2.45,False,0.0,0.0,0,0.0,0.0
1960s,1968,I'd Rather Go Blind,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",78,2.61,False,0.054,0.539,166,43.37,63.58
1960s,1964,You Really Got Me,The Kinks,"proto-punk, baroque pop",72,2.23,False,0.186,0.273,244,14.34,109.31
1960s,1969,Fortunate Son,Creedence Clearwater Revival,"classic rock, southern rock, country rock",82,2.35,False,0.068,0.449,233,31.33,99.31
1960s,1968,Blackbird - Remastered 2009,The Beatles,"classic rock, psychedelic rock",78,2.31,False,0.0,0.0,0,0.0,0.0
1960s,1966,Strangers In The Night,Frank Sinatra,"christmas, big band, adult standards, swing music, jazz, vocal jazz",74,2.63,False,0.333,0.523,151,48.34,57.39
1960s,1990,Unchained Melody,The Righteous Brothers,,63,3.6,False,0.174,0.532,124,35.48,34.4
1960s,1969,Sweet Caroline,Neil Diamond,,77,3.39,False,0.466,0.641,150,50.0,44.21
1960s,2021,Bang Bang,Nancy Sinatra,,67,2.69,False,-0.401,0.678,337,64.39,125.29
1960s,1963,Twist And Shout - Remastered 2009,The Beatles,"classic rock, psychedelic rock",75,2.59,False,0.0,0.0,0,0.0,0.0
1960s,1963,Surfin' U.S.A. - Remastered 2001,The Beach Boys,baroque pop,69,2.49,False,-0.007,0.092,208,43.75,83.55
1960s,1994,The End of the World,Skeeter Davis,,66,2.63,False,0.3,0.385,164,38.41,62.45
1960s,1964,You Never Can Tell,Chuck Berry,"rockabilly, rock and roll",71,2.7,False,0.09,0.301,240,42.08,88.94
1960s,1965,It's Not Unusual,Tom Jones,,71,2.0,False,0.038,0.833,153,43.79,76.63
1960s,1965,Yesterday - Remastered 2009,The Beatles,"classic rock, psychedelic rock",77,2.09,False,0.01,0.596,133,46.62,63.5
1960s,1967,People Are Strange,The Doors,"psychedelic rock, classic rock, acid rock",73,2.17,False,-0.111,0.253,154,20.78,70.98
1960s,1963,You'll Never Walk Alone - Stereo; 1997 Remaster,Gerry & The Pacemakers,,55,2.74,False,0.0,0.0,0,0.0,0.0
1960s,1967,Build Me Up Buttercup - Mono,The Foundations,,75,3.0,False,0.0,0.0,0,0.0,0.0
1960s,1968,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,"classic rock, rock",74,6.3,False,0.0,0.0,0,0.0,0.0
1960s,1965,I Put A Spell On You,Nina Simone,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",70,2.58,False,0.391,0.528,124,36.29,47.99
1960s,1969,Suspicious Minds,Elvis Presley,"rockabilly, rock and roll",75,4.39,False,0.335,0.414,337,24.04,76.84
1960s,1969,Space Oddity - 2015 Remaster,David Bowie,"glam rock, art rock",74,5.3,False,0.066,0.448,224,50.45,42.26
1960s,1968,Spooky,Dusty Springfield,,71,2.74,False,-0.002,0.61,199,50.75,72.73
1960s,1971,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,"classic rock, rock",53,3.71,False,0.0,0.0,0,0.0,0.0
1960s,1965,My Girl,The Temptations,"motown, classic soul, soul",80,2.75,False,-0.133,0.417,208,34.13,75.64
1960s,1966,I Got You (I Feel Good),James Brown & The Famous Flames,,69,2.76,False,0.561,0.813,201,18.41,72.74
1960s,1968,Time of the Season - Mono Remastered,The Zombies,"baroque pop, psychedelic rock",70,3.51,False,0.0,0.0,0,0.0,0.0
1960s,1963,It's My Party,Lesley Gore,,63,2.33,False,0.1,0.075,261,27.2,111.86
1960s,2014,Everybody Loves Somebody,Dean Martin,"christmas, adult standards, big band, swing music",44,2.74,False,0.433,0.433,152,42.11,55.46
1960s,1964,I Get Around (Mono),The Beach Boys,baroque pop,65,2.24,False,-0.054,0.451,335,26.27,149.57
1960s,1960,At Last,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",77,2.99,False,0.22,0.31,100,57.0,33.39
1960s,1968,What A Wonderful World,Louis Armstrong,"jazz, swing music, big band, vocal jazz, jazz blues",78,2.32,False,0.414,0.564,125,56.0,53.87
1960s,1965,Like a Rolling Stone,Bob Dylan,"folk rock, folk, singer-songwriter, roots rock, country rock",73,6.2,False,0.169,0.581,420,43.1,67.79
1960s,1969,Whole Lotta Love - 1990 Remaster,Led Zeppelin,"classic rock, rock, hard rock, rock and roll",77,5.56,False,0.0,0.0,0,0.0,0.0
1960s,1969,Who's Lovin' You,The Jackson 5,"motown, christmas",64,3.93,False,-0.12,0.623,230,30.87,58.56
1960s,1965,Sinnerman,Nina Simone,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",63,10.37,False,-0.294,0.289,550,12.0,53.05
1960s,1961,Jump in the Line,Harry Belafonte,calypso,69,3.7,False,0.261,0.44,463,19.87,125.3
1960s,1967,Brown Eyed Girl,Van Morrison,,78,3.11,False,-0.088,0.394,200,50.0,64.32
1960s,1966,Sunny,Bobby Hebb,"northern soul, classic soul",66,2.75,False,0.387,0.529,234,35.9,85.06
1960s,1969,Maybe,Janis Joplin,"classic rock, acid rock, psychedelic rock",59,3.7,False,-0.009,0.343,157,45.86,42.47
1960s,1960,A Sunday Kind Of Love,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",72,3.27,False,0.393,0.653,194,41.75,59.35
1960s,1963,Blowin' in the Wind,Bob Dylan,"folk rock, folk, singer-songwriter, roots rock, country rock",70,2.81,False,0.432,0.499,189,39.15,67.2
1960s,2011,Venus,Shocking Blue,nederpop,47,3.13,False,0.042,0.656,150,33.33,47.99
1960s,2007,Black Magic Woman,Santana,,62,3.26,False,0.055,0.557,127,38.58,38.9
1960s,1961,Let's Twist Again,Chubby Checker,rock and roll,68,2.29,False,0.047,0.266,231,32.9,100.9
1960s,2011,Something's Got A Hold On Me,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",68,2.83,False,0.345,0.535,389,25.96,137.5
1960s,1967,Break on Through (To the Other Side),The Doors,"psychedelic rock, classic rock, acid rock",71,2.43,False,-0.03,0.421,187,34.76,76.92
1960s,1967,These Days,Nico,"proto-punk, art rock",66,3.51,False,0.012,0.343,168,46.43,47.85
1960s,1987,Surfin' Bird,The Trashmen,"surf rock, proto-punk",55,2.29,False,0.0,0.0,465,5.59,203.45
1960s,2000,Puppy Love - Remix,Paul Anka,adult standards,41,2.73,False,0.0,0.0,0,0.0,0.0
1960s,1966,God Only Knows - Mono,The Beach Boys,baroque pop,62,2.88,False,0.107,0.872,230,22.17,79.75
1960s,1968,Born To Be Wild - Single Version,Steppenwolf,"classic rock, acid rock",75,3.55,False,0.0,0.0,0,0.0,0.0
1960s,1968,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,"folk rock, folk",74,4.12,False,0.0,0.0,0,0.0,0.0
1960s,1968,For Once In My Life,Stevie Wonder,"motown, classic soul, soul",72,2.83,False,0.268,0.538,296,23.65,104.59
1960s,1967,Beggin',The Four Seasons,,54,2.84,False,0.236,0.668,230,41.74,80.88
1960s,1967,Light My Fire,The Doors,"psychedelic rock, classic rock, acid rock",70,7.16,False,0.336,0.7,209,23.92,29.18
1960s,2011,Then He Kissed Me,The Crystals,"doo-wop, motown",61,2.65,False,0.508,0.713,228,39.47,86.12
1960s,2017,"B-A-B-Y (From ""Baby Driver"")",Carla Thomas,"soul, classic soul, motown, northern soul",32,2.89,False,0.0,0.0,0,0.0,0.0
1960s,1969,Sugar Sugar,The Archies,,64,2.79,False,0.121,0.604,238,24.37,85.4
1960s,1968,(Sittin' On) the Dock of the Bay,Otis Redding,"motown, soul, classic soul, soul blues",60,2.78,False,0.027,0.15,203,42.86,73.01
1960s,1969,You Can't Always Get What You Want,The Rolling Stones,"classic rock, rock",69,7.48,False,0.048,0.642,484,25.41,64.72
1960s,1966,For What It's Worth,Buffalo Springfield,"folk rock, country rock",78,2.56,False,0.161,0.453,212,46.7,82.76
1960s,2014,Nights In White Satin - Single Version,The Moody Blues,"progressive rock, art rock, blues, psychedelic rock, baroque pop",50,4.43,False,0.441,0.529,175,33.14,39.53
1960s,1968,Viva Las Vegas,Elvis Presley,"rockabilly, rock and roll",60,2.4,False,0.289,0.519,252,54.76,104.8
1960s,1997,All Along the Watchtower,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",54,3.98,False,0.097,0.55,162,66.05,40.73
1960s,1969,Gimme Shelter,The Rolling Stones,"classic rock, rock",77,4.51,False,0.095,0.5,246,23.98,54.51
1960s,1963,In Dreams,Roy Orbison,rockabilly,60,2.82,False,0.107,0.731,135,57.78,47.88
1960s,1964,The Times They Are A-Changin',Bob Dylan,"folk rock, folk, singer-songwriter, roots rock, country rock",68,3.28,False,0.08,0.231,258,50.39,78.57
1960s,1967,Sunday Morning,The Velvet Underground,"proto-punk, art rock",64,2.93,False,-0.206,0.475,131,39.69,44.69
1960s,1964,Don't Worry Baby - Remastered 2001,The Beach Boys,baroque pop,65,2.83,False,0.0,0.0,0,0.0,0.0
1960s,1960,I Just Want To Make Love To You - Single Version,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",64,3.09,False,0.0,0.0,0,0.0,0.0
1970s,1979,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,,82,4.88,False,-0.026,0.501,313,27.16,64.18
1970s,2014,September,"Earth, Wind & Fire","funk, disco",65,3.58,False,0.282,0.604,265,29.81,73.93
1970s,1975,Born to Run,Bruce Springsteen,,73,4.5,False,0.053,0.374,367,51.77,81.58
1970s,1973,Burning Love,Elvis Presley,"rockabilly, rock and roll",76,2.86,False,0.399,0.595,281,30.96,98.29
1970s,1979,Voulez-Vous,ABBA,,72,5.15,False,0.082,0.365,369,23.85,71.61
1970s,1978,Da Ya Think I'm Sexy?,Rod Stewart,soft rock,75,5.52,False,0.084,0.444,381,34.38,68.99
1970s,1979,Boys Don't Cry,The Cure,"new wave, post-punk, gothic rock, darkwave",80,2.6,False,0.216,0.419,212,41.04,81.55
1970s,1977,Vienna,Billy Joel,soft rock,84,3.57,False,-0.01,0.568,309,38.83,86.54
1970s,1972,Alone Again (Naturally),Gilbert O'Sullivan,,72,3.69,False,0.075,0.467,292,59.59,79.14
1970s,1975,Mamma Mia,ABBA,,79,3.55,False,0.039,0.413,334,32.04,93.97
1970s,1976,Young Hearts Run Free,Candi Staton,,71,4.14,False,0.311,0.573,422,27.49,101.95
